"","number","Assignees","City","Country","date","year"
"2021","6,620,546","ACEP Inc.","Montreal"," CA","       September 24",1999
"2022","6,620,546","Universite de Montreal ","Montreal"," CA","       September 24",1999
"2023","6,620,546","Centre National de la Recherche Scientifique ","Paris"," FR","       September 24",1999
"2024","7,901,812","ACEP Inc.","Montreal"," CA","       March 28",2008
"2025","7,901,812","Centre National de la Recherche Scientifique ","Paris"," FR","       March 28",2008
"2026","7,901,812","Universite de Montreal ","Montreal"," CA","       March 28",2008
"2027","7,271,228","ACEP Inc.","Montreal"," CA","       January 12",2005
"2028","7,271,228","Centre National de la Recherche Scientifique ","Paris"," FR","       January 12",2005
"2029","7,271,228","Universite de Montreal ","Montreal"," CA","       January 12",2005
"2030","6,593,019","ACEP Inc.","Montreal"," CA","       June 17",2002
"2031","6,593,019","Centre National de la Recherche Scientifique ","Paris"," FR","       June 17",2002
"2032","6,593,019","Universite de Montreal ","Montreal"," CA","       June 17",2002
"2033","6,426,397","ACEP Inc.","Montreal"," CA","       July 5",2001
"2034","6,426,397","Centre National de la Recherche Scientifique ","Paris"," FR","       July 5",2001
"2035","6,426,397","Universite de Montreal ","Montreal"," CA","       July 5",2001
"2036","6,288,187","ACEP Inc.","Montreal"," CA","       March 25",1999
"2037","6,288,187","Centre National de la Recherche Scientifique ","Paris"," FR","       March 25",1999
"2038","6,288,187","Universite de Montreal ","Montreal"," CA","       March 25",1999
"2039","6,858,691","Acep Inc.","Montreal"," CA","       July 1",2003
"2040","6,858,691","Centre National de la Recherche Scientifique ","Paris"," FR","       July 1",2003
"2041","6,858,691","Universite de Montreal ","Montreal"," CA","       July 1",2003
"2042","6,340,716","ACEP Inc.","Montreal"," CA","       March 25",1999
"2043","6,056,883","Abitibi Consolidated Inc.","Montreal"," CA","       December 8",1998
"2044","4,268,691","Abbott Laboratories ","North Chicago"," IL","       August 9",1979
"2045","4,234,720","Abbott Laboratories ","North Chicago"," IL","       April 26",1978
"2046","4,183,934","Abbott Laboratories ","North Chicago"," IL","       October 16",1978
"2047","4,166,819","Abbott Laboratories ","North Chicago"," IL","       September 6",1977
"2048","4,137,317","Abbott Laboratories ","North Chicago"," IL","       November 14",1977
"2049","4,104,306","Abbott Laboratories ","North Chicago"," IL","       May 5",1976
"2050","4,046,887","Abbott Laboratories ","North Chicago"," IL","       October 28",1976
"2051","4,001,265","Abbott Laboratories ","North Chicago"," IL","       March 3",1975
"2052","3,988,446","Abbott Laboratories ","North Chicago"," IL","       November 7",1974
"2053","3,963,774","Abbott Laboratories ","North Chicago"," IL","       March 3",1975
"2054","3,931,401","Abbott Laboratories ","North Chicago"," IL","       May 21",1974
"2055","4,187,307","Abbott Laboratories ","Chicago"," IL","       October 16",1978
"2056","6,831,096","Abbott Laboratories ","Abbott Park"," IL","       September 24",2002
"2057","6,593,314","Abbott Laboratories ","Abbott Park"," IL","       September 22",2000
"2058","6,455,571","Abbott Laboratories ","Abbott Park"," IL","       October 19",1999
"2059","7,749,480","5N Plus Inc.","Ville Saint-Laurent"," Quebec, CA","       February 6",2009
"2060","9,771,573","ZYMEWORKS INC.","Vancouver"," CA","October 3",2013
"2061","9,771,573","NATIONAL RESEARCH COUNCIL OF CANADA ","Ottawa"," CA","October 3",2013
"2062","9,266,261","FPINNOVATIONS ","Pointe-Claire"," QC, CA","April 23",2010
"2063","8,796,245","TetraPhase Pharmaceuticals, Inc.","Watertown"," MA","December 18",2012
"2064","9,240,596","HYDRO-QUEBEC ","Montreal"," CA","July 24",2009
"2065","9,240,596","SHOWA DENKO K.K.","Tokyo"," JP","July 24",2009
"2066","8,828,103","Hydro-Quebec ","Montreal"," Quebec, CA","September 23",2011
"2067","8,425,976","Hydro-Quebec ","Montreal"," Quebec, CA","March 22",2010
"2068","9,077,031","HYDRO-QUEBEC ","Montreal"," Quebec, CA","January 27",2012
"2069","9,475,750","PROMETIC BIOSCIENCES INC.","Laval"," Quebec, CA","October 26",2011
"2070","9,580,454","FPINNOVATIONS ","Pointe-Claire"," Quebec, CA","November 10",2010
"2071","8,404,736","Beta Pharma Canada Inc.","Montreal"," Quebec, CA","August 13",2009
"2072","8,361,759","Thallion Pharmaceuticals Inc.","Montreal"," Quebec, CA","April 21",2010
"2073","8,728,759","National Research Council of Canada ","Ottawa"," Ontario, CA","October 3",2005
"2074","8,470,889","TRT Pharma Inc.","Montreal"," CA","November 25",2009
"2075","8,937,088","Astar Biotech LLC ","Richmond"," VA","January 5",2012
"2076","8,937,088","Beta Pharma Canada Inc.","Montreal"," Quebec, CA","January 5",2012
"2077","9,062,163","Polymics, Ltd.","State College"," PA","October 29",2010
"2078","9,755,286","Huawei Technologies Co., Ltd.","Shenzhen"," CN","December 5",2014
"2079","9,655,888","ViiV Healthcare UK (No.","No.5","No.5","August 7",2013
"2080","9,655,888"," Limited ","Brentford"," Middlesex, GB","August 7",2013
"2081","9,963,478","Vertex Pharmaceuticals Incorporated ","Cambridge"," MA","April 27",2016
"2082","9,598,454","Vertex Pharmaceuticals Incorporated ","Cambridge"," MA","December 18",2013
"2083","9,051,319","Vertex Pharmaceuticals Incorporated ","Boston"," MA","December 6",2013
"2084","8,822,681","Vertex Pharmaceuticals Incorporated ","Boston"," MA","April 25",2013
"2085","8,779,156","Vertex Pharmaceuticals Incorporated ","Boston"," MA","September 24",2012
"2086","8,765,731","Vertex Pharmaceuticals Incorporated ","Boston"," MA","November 16",2012
"2087","8,722,889","Vertex Pharmaceuticals Incorporated ","Boston"," MA","June 3",2013
"2088","10,039,762","Vertex Pharmaceuticals Incorporated ","Boston"," MA","September 28",2017
"2089","10,030,024","Vertex Pharmaceuticals Incorporated ","Boston"," MA","March 25",2016
"2090","9,908,878","Vertex Pharmaceuticals Incorporated ","Boston"," MA","June 9",2016
"2091","9,890,176","Vertex Pharmaceuticals Incorporated ","Boston"," MA","March 12",2014
"2092","9,808,459","Vertex Pharmaceuticals Incorporated ","Boston"," MA","October 21",2016
"2093","9,518,056","Vertex Pharmaceuticals Incorporated ","Boston"," MA","November 2",2015
"2094","9,394,302","Vertex Pharmaceuticals Incorporated ","Boston"," MA","March 24",2015
"2095","9,345,708","Vertex Pharmaceuticals Incorporated ","Boston"," MA","June 16",2014
"2096","9,120,790","Vertex Pharmaceuticals Incorporated ","Boston"," MA","July 24",2014
"2097","8,987,454","Vertex Pharmaceuticals Incorporated ","Boston"," MA","February 18",2014
"2098","8,829,007","Vertex Pharmaceuticals Incorporated ","Boston"," MA","December 6",2013
"2099","8,829,030","Vertex Pharmaceuticals ","Canada","Canada","November 30",2012
"2100","8,829,030"," Incorporated ","CA","CA","November 30",2012
"2101","9,505,638","Veolia Water Solutions & Technologies Support ","Saint Maurice"," FR","December 16",2013
"2102","10,006,096","Variation Biotechnologies Inc.","Ottawa"," CA","March 27",2013
"2103","10,161,010","Variation Biotechnologies Inc.","Ontario"," CA","May 29",2018
"2104","9,014,991","Thermal-Lube, Inc.","Point Claire"," CA","June 29",2011
"2105","9,708,370","VALORISATION-RECHERCHE, LIMITED PARTNERSHIP ","Montreal"," CA","July 28",2015
"2106","9,708,370","VALORISATION HSJ, LIMITED PARTNERSHIP ","Montreal"," CA","July 28",2015
"2107","9,115,171","VALORISATION-RECHERCHE, LIMITED PARTNERSHIP ","Motreal"," CA","March 14",2013
"2108","9,115,171","VALORISATION HSJ, LIMITED PARTNERSHIP ","Motreal"," CA","March 14",2013
"2109","8,993,515","Valorisation-Recherche, Limited Partnership ","Montreal"," CA","June 5",2013
"2110","8,993,515","RSEM, Limited Partnership ","Montreal"," CA","June 5",2013
"2111","RE47,164","Valorisation-Recherche Limited Partnership ","Montreal"," Quebec, CA","December 22",2016
"2112","RE46,285","VALORISATION-RECHERCHE, LIMITED PARTNERSHIP ","Montreal"," CA","February 27",2015
"2113","RE45,467","Valorisation-Recherche, Limited Partnership ","Montreal"," Quebec, CA","April 19",2013
"2114","10,016,494","VALORISATION-HSJ, LIMITED PARTNERSHIP ","Montreal"," CA","February 6",2015
"2115","10,016,494","VALORISATION-RECHERCHE, LIMITED PARTNERSHIP ","Montreal"," CA","February 6",2015
"2116","9,771,281","VALORBEC, s.e.c.","Montreal"," CA","February 8",2013
"2117","9,771,281","THE UNIVERSITY OF MANITOBA ","Winnipeg"," CA","February 8",2013
"2118","9,518,016","VAL-CHUM, LIMITED PARTNERSHIP ","Montreal"," CA","May 20",2016
"2119","9,731,043","VAL-CHUM, LIMITED PARTNERSHIP ","Montreal"," Quebec, CA","September 11",2014
"2120","9,731,043","SOCOVAR S.E.C.","Montreal"," Quebec, CA","September 11",2014
"2121","8,470,850","MethylGene Inc.","Montreal"," CA","May 6",2010
"2122","9,399,631","UNIVERSITY OF SOUTH FLORIDA ","Tampa"," FL","October 18",2013
"2123","9,399,631","MCGILL UNIVERSITY ","Montreal"," CA","October 18",2013
"2124","9,399,631","THE HONG KONG POLYTECHNIC UNIVERSITY ","Hung Hom"," HK","October 18",2013
"2125","9,162,991","University of Ottawa ","Ottawa"," Ontario, CA","August 30",2013
"2126","10,066,227","University of Massachusetts ","Boston"," MA","May 24",2017
"2127","9,688,981","University of Massachusetts ","Boston"," MA","February 26",2016
"2128","10,253,087","Sorbonne University ","Paris"," FR","May 1",2018
"2129","9,523,698","Val-Chum L.P.","Montreal"," Quebec, CA","August 2",2013
"2130","9,523,698","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," Quebec, CA","August 2",2013
"2131","9,523,698","Universite de Montreal ","Montreal"," Quebec, CA","August 2",2013
"2132","9,315,521","Universite Laval ","Quebec"," CA","April 22",2015
"2133","9,464,313","MOUNT SINAI HOSPITAL ","Toronto"," CA","December 20",2013
"2134","9,464,313","UNIVERSITE DE MONTREAL ","Montreal"," CA","December 20",2013
"2135","9,453,195","MOUNT SINAI HOSPITAL ","Toronto"," CA","December 20",2013
"2136","9,453,195","UNIVERSITE DE MONTREAL ","Montreal"," CA","December 20",2013
"2137","9,598,419","UNIVERSITE DE MONTREAL ","Quebec"," CA","June 23",2015
"2138","10,239,917","UNIVERSITE DE MONTREAL ","Montreal"," CA","October 20",2016
"2139","9,500,651","UNIVERSITE DE MONTREAL ","Montreal"," CA","July 25",2013
"2140","9,409,906","UNIVERSITE DE MONTREAL ","Montreal"," Quebec, CA","January 25",2013
"2141","10,093,971","UNIVERSITE DE MONTREAL ","Montreal"," CA","October 20",2016
"2142","10,214,544","Universite De Montreal ","Montreal"," QC, CA","February 25",2016
"2143","9,493,456","UNIVERSITE DE MONTREAL ","Montreal"," CA","March 26",2015
"2144","8,802,082","Universite de Montreal ","Montreal"," Quebec, CA","March 29",2013
"2145","8,802,082","Hopital Maisonneuve-Rosemont ","Montreal"," Quebec, CA","March 29",2013
"2146","9,637,729","UAS Laboratories LLC ","Wausau"," WI","December 20",2014
"2147","8,816,082","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," Quebec, CA","May 27",2011
"2148","8,377,960","Gilead Sciences, Inc.","Foster City"," CA","November 3",2008
"2149","8,354,429","Gilead Sciences, Inc.","Foster City"," CA","September 11",2008
"2150","9,657,941","PROTERRGO INC.","Montreal"," QC, CA","April 19",2010
"2151","9,139,785","PROTERRGO, INC.","Montreal"," QC, CA","October 12",2007
"2152","8,937,163","Alethia Biotherapeutics Inc.","Montreal"," CA","March 28",2012
"2153","8,802,826","Alethia Biotherapeutics Inc.","Montreal"," Quebec, CA","November 24",2010
"2154","8,802,826","National Research Council of Canada ","Ottawa"," Ontario, CA","November 24",2010
"2155","8,741,289","Alethia Biotherapeutics Inc.","Montreal"," Quebec, CA","October 6",2010
"2156","8,580,257","Alethia Biotherapeutics Inc.","Montreal"," Quebec, CA","July 20",2011
"2157","9,028,828","Archambault; Denis ","Longueuil"," CA","April 29",2013
"2158","9,028,828","Roques; Elodie ","Montreal"," CA","April 29",2013
"2159","9,296,834","TOTAL RESEARCH & TECHNOLOGY FELUY ","Seneffe"," BE","May 3",2013
"2160","9,175,147","National Research Council of Canada ","Ottawa"," Ontario, CA","July 4",2012
"2161","10,208,129","National Research Council of Canada ","Ottawa"," CA","December 2",2011
"2162","10,087,493","APTALIS PHARMA CANADA ULC ","CA","CA","March 9",2009
"2163","9,611,297","Thrasos Therapeutics Inc.","Montreal"," CA","December 2",2016
"2164","8,911,953","Thrasos Innovation, Inc.","Montreal"," CA","September 20",2012
"2165","8,916,686","Thrasos Innovation, Inc.","Montreal"," CA","February 26",2013
"2166","9,181,301","Thrasos Innovation, Inc.","Montreal"," CA","November 12",2014
"2167","9,682,144","GENE SIGNAL INTERNATIONAL, SA ","CH","CH","June 29",2012
"2168","9,334,314","THERATECHNOLOGIES INC.","Montreal"," CA","October 18",2012
"2169","9,481,743","THE UNIVERSITY OF WESTERN ONTARIO ","London"," ON, CA","March 7",2014
"2170","9,494,591","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY ","Montreal"," CA","November 21",2012
"2171","9,494,591","UNIVERSITATSKLINIKUM HEIDELBERG ","Heidelberg"," DE","November 21",2012
"2172","9,494,591","GERMAN CANCER RESEARCH CENTER ","DKFZ","DKFZ","November 21",2012
"2173","9,494,591"," ","Heidelberg"," DE","November 21",2012
"2174","9,493,772","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY ","Montreal"," CA","November 21",2012
"2175","9,493,772","UNIVERSITATSKLINIKUM HEIDELBERG ","Heidelberg"," DE","November 21",2012
"2176","9,493,772","GERMAN CANCER RESEARCH CENTER ","DKFZ","DKFZ","November 21",2012
"2177","9,493,772"," ","Heidelberg"," DE","November 21",2012
"2178","9,464,048","Florida Institute of Technology ","Melbourne"," FL","July 7",2014
"2179","9,464,048","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," Quebec, CA","July 7",2014
"2180","9,783,428","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERISITY ","Montreal"," QC, unknown","April 6",2016
"2181","10,112,871","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY ","Montreal"," CA","March 23",2015
"2182","10,099,203","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY ","Montreal"," CA","February 22",2016
"2183","9,932,364","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," CA","August 25",2014
"2184","9,856,208","The Royal Institution for the advancement of Learning/McGill University ","Montreal"," CA","September 2",2016
"2185","9,290,526","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY ","Montreal"," CA","June 27",2014
"2186","9,746,236","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY ","Montreal"," CA","April 14",2015
"2187","9,428,447","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," Quebec, CA","December 20",2012
"2188","9,969,755","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY ","Montreal"," CA","January 12",2017
"2189","9,551,718","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY ","Montreal"," CA","June 18",2015
"2190","10,029,004","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY ","Montreal"," CA","September 29",2017
"2191","9,764,060","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING / MCGILL UNIVERSITY ","Montreal"," CA","August 9",2013
"2192","8,609,801","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," Quebec, CA","September 26",2012
"2193","10,124,075","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MC GILL UNIVERSITY ","Montreal"," Quebec, CA","November 14",2014
"2194","10,202,420","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY ","Montreal"," CA","August 27",2014
"2195","9,085,598","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," CA","October 26",2012
"2196","9,085,598","Ocean University of China ","Qingdao"," CN","October 26",2012
"2197","9,828,399","The Royal Institution For The Advancement Of Learning/McGill University ","Montreal"," CA","February 27",2015
"2198","9,827,270","The Royal Institution For The Advancement Of Learning/McGill University ","Montreal"," CA","February 27",2015
"2199","10,077,236","The Regents of the University of California ","Oakland"," CA","July 15",2014
"2200","10,077,236","The Universite de Montreal ","Montreal"," Quebec, CA","July 15",2014
"2201","10,040,780","The Regents of the University of California ","Oakland"," CA","March 3",2015
"2202","10,040,780","The Royal Institute for the Advancement of Learning/McGill University ","Montreal"," CA","March 3",2015
"2203","9,169,230","THE HONG KONG POLYTECHNIC UNIVERSITY ","Hung Hom"," HK","March 28",2014
"2204","9,169,230","WAYNE STATE UNIVERSITY ","Detroit"," MI","March 28",2014
"2205","9,169,230","UNIVERSITY OF SOUTH FLORIDA ","Tampa"," FL","March 28",2014
"2206","9,169,230","McGILL UNIVERSITY ","Montreal"," Quebec, CA","March 28",2014
"2207","10,208,025","The Hong Kong Polytechnic University ","Kowloon"," HK","October 18",2016
"2208","10,208,025","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," CA","October 18",2016
"2209","9,611,256","The Hong Kong Polytechnic University ","Kowloon"," HK","March 1",2013
"2210","9,611,256","McGill University ","Montreal"," CA","March 1",2013
"2211","9,724,381","THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND ","New Orleans"," LA","October 2",2014
"2212","9,724,381","MCGILL UNIVERSITY ","Montreal"," CA","October 2",2014
"2213","10,072,007","Tetraphase Pharmaceuticals, Inc.","Watertown"," MA","March 24",2016
"2214","9,096,565","MethylGene Inc.","Montreal"," Quebec, CA","April 9",2008
"2215","10,125,255","TEKNOR APEX COMPANY ","Pawtucket"," RI","September 12",2016
"2216","10,125,255","CERESTECH, INC.","Montreal"," Quebec, CA","September 12",2016
"2217","8,946,144","The Medicines Company ","Parsippany"," NJ","December 21",2007
"2218","8,742,158","TaiMed Biologies, Inc.","Taipei"," TW","February 15",2013
"2219","10,106,526","SYROS PHARMACEUTICALS, INC.","Cambridge"," MA","April 3",2015
"2220","10,059,690","Syros Pharmaceuticals, Inc.","Cambridge"," MA","October 31",2017
"2221","10,087,300","Synbra Technology B.V.","NM Etten-Leur"," NL","March 28",2013
"2222","8,742,123","TaiMed Biologics, Inc.","Taipei"," TW","June 4",2009
"2223","8,410,300","TaiMed Biologics, Inc.","Taipei"," TW","September 20",2007
"2224","9,533,003","Northern Therapeutics Inc.","Montreal"," Quebec, CA","April 3",2007
"2225","8,389,555","Motac Neuroscience Limited ","Manchester"," GB","October 28",2008
"2226","8,840,867","Val-Chum Limited Partnership ","Montreal"," Quebec, CA","May 20",2011
"2227","8,840,867","Socovar S.E.C.","Montreal"," Quebec, CA","May 20",2011
"2228","8,540,988","Alethia Biotherapeutics Inc.","Montreal"," Quebec, CA","June 2",2011
"2229","8,444,975","Alethia Biotherapeutics Inc.","Montreal"," Quebec, CA","May 23",2012
"2230","8,431,126","Alethia Biotherapeutics Inc.","Montreal"," Quebec, CA","July 25",2012
"2231","9,944,532","SOCPRA Science et Genie S.E.C.","Sherbrooke"," CA","October 22",2014
"2232","8,926,960","Bio-K Plus International Inc.","Laval"," Quebec, CA","June 14",2010
"2233","9,879,229","National Research Council of Canada ","Ottawa"," CA","February 15",2012
"2234","8,501,433","Pierce Biotechnology, Inc.","Rockford"," IL","October 31",2003
"2235","10,207,026","Sernova Corporation ","London"," Ontario, CA","February 18",2015
"2236","10,034,963","Sernova Corporation ","London"," Ontario, CA","January 12",2016
"2237","9,745,299","SELVITA SA ","Cracow"," PL","November 7",2013
"2238","9,388,192","Selvita S.A.","Krakow"," PL","December 20",2013
"2239","10,174,013","SELVITA S.A.","Krakow"," PL","June 10",2016
"2240","8,673,850","Institut de Recherches Cliniques de Montreal ","Montreal"," CA","June 1",2009
"2241","8,741,185","Hydro-Quebec ","Montreal"," Quebec, CA","September 29",2009
"2242","8,685,566","Clariant ","Canada","Canada","June 1",2010
"2243","8,685,566"," Inc.","N/A","N/A","June 1",2010
"2244","8,404,646","Cornell Research Foundation, Inc.","New York"," NY","September 28",2011
"2245","8,404,646","Institut de Recherches Cliniques de Montreal ","Montreal"," Quebec, CA","September 28",2011
"2246","8,444,950","Nanoledge Inc.","Boucherville"," Quebec, CA","November 21",2008
"2247","8,444,950","Centre National de la Recherche Scientifique ","CNRS","CNRS","November 21",2008
"2248","8,444,950"," ","Paris"," FR","November 21",2008
"2249","8,617,400","Veolia Water Solutions & Technologies Support ","Saint Maurice"," FR","December 26",2007
"2250","9,296,691","Horacio Uri Saragovi ","Montreal"," CA","October 13",2011
"2251","8,563,520","McGill University ","CA","CA","May 22",2008
"2252","8,501,446","Vertex Pharmaceuticals Incorporated ","Cambridge"," MA","April 6",2012
"2253","10,239,795","SAFRAN AIRCRAFT ENGINES ","Paris"," FR","December 18",2015
"2254","10,239,795","SAFRAN ","Paris"," FR","December 18",2015
"2255","10,240,863","RTJ TECHNOLOGIES INC.","Montreal"," Quebec, CA","December 22",2016
"2256","9,822,367","RSEM, LIMITED PARTNERSHIP ","Montreal"," CA","February 21",2014
"2257","9,809,821","RSEM, LIMITED PARTNERSHIP ","Montreal"," CA","February 21",2014
"2258","9,034,069","EXXONMOBIL RESEARCH AND ENGINEERING COMPANY ","Annandale"," NJ","November 9",2011
"2259","9,238,346","National Research Council of Canada ","Ottawa"," Ontario, CA","October 8",2009
"2260","8,409,564","Universite de Montreal ","Montreal"," CA","October 21",2004
"2261","8,409,564","Hopital Maisonneuve-Rosemont ","Montreal"," CA","October 21",2004
"2262","8,388,943","Universite de Montreal ","Montreal"," CA","October 21",2004
"2263","8,388,943","Hopital Maisonneuve-Rosemont ","Montreal"," CA","October 21",2004
"2264","8,518,657","Universite de Montreal ","Montreal"," Quebec, CA","May 18",2011
"2265","8,518,657","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," Quebec, CA","May 18",2011
"2266","8,518,657","VAL-CHUM L.P.","Montreal"," Quebec, CA","May 18",2011
"2267","8,486,624","Universite de Montreal ","Montreal"," Quebec, CA","May 18",2011
"2268","8,486,624","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," Quebec, CA","May 18",2011
"2269","8,486,624","VAL-CHUM L.P.","Montreal"," Quebec, CA","May 18",2011
"2270","8,404,664","Targanta Therapeutics, Inc. (St.","St. Laurent"," Quebec, CA","August 11",2006
"2271","9,102,981","REPLICOR INC.","Montreal"," Quebec, CA","May 17",2013
"2272","8,455,484","MethylGene Inc.","Montreal"," CA","April 8",2011
"2273","8,906,852","MethylGene Inc.","Montreal"," CA","April 8",2011
"2274","8,907,091","Methylgene Inc.","Montreal"," CA","August 29",2008
"2275","10,053,379","PROTERRGO INC.","Montreal"," CA","February 16",2017
"2276","10,023,518","PROMETIC PHARMA SMT LIMITED ","Cambridge"," GB","March 14",2014
"2277","9,884,802","PROMETIC PHARMA SMT LIMITED ","Cambridge"," GB","March 14",2014
"2278","8,722,332","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," Quebec, CA","March 30",2011
"2279","8,722,332","Novartis AG ","Basel"," CH","March 30",2011
"2280","8,652,791","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," Quebec, CA","March 30",2011
"2281","8,652,791","Novartis AG ","Basel"," CH","March 30",2011
"2282","9,404,088","PREVTEC MICROBIA INC.","Montreal"," Quebec, CA","July 18",2013
"2283","9,862,028","PRATT & WHITNEY CANADA CORP.","Longueuil"," Quebec, unknown","December 22",2016
"2284","10,011,044","PRATT & WHITNEY CANADA CORP.","Longueuil"," CA","September 8",2014
"2285","9,550,235","PRATT & WHITNEY CANADA CORP ","Longueuil"," Quebec, unknown","August 7",2013
"2286","9,517,507","PRATT & WHITNEY CANADA CORP.","Longueuil"," Quebec, unknown","July 17",2014
"2287","8,703,711","Val-Chum, Limited Partnership ","Montrel"," CA","June 8",2010
"2288","9,017,682","Val-Chum, Limited Partnership ","Montreal"," CA","September 14",2012
"2289","8,853,353","Val-Chum, Limited Partnership ","Montreal"," CA","September 14",2012
"2290","8,932,578","UAS Laboratories LLC ","Madison"," WI","June 26",2009
"2291","8,809,382","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," Quebec, CA","May 4",2010
"2292","8,809,382","Florida Institute of Technology ","Melbourne"," FL","May 4",2010
"2293","9,670,344","POLYVALOR, LIMITED PARTNERSHIP ","Montreal"," CA","November 22",2012
"2294","10,174,424","Polyvalor, Limited Partnership ","Montreal"," CA","April 17",2014
"2295","9,775,867","POLYVALOR, LIMITED PARTNERSHIP ","Montreal"," CA","December 1",2015
"2296","9,540,590","POLYVALOR, LIMITED PARTNERSHIP ","Montreal"," CA","May 29",2014
"2297","8,697,790","Kemira Oyj ","Helsinki"," FI","August 8",2012
"2298","9,046,495","Pierce Biotechnology, Inc.","Fair Lawn"," NJ","August 5",2013
"2299","9,321,190","Phoenix Innovation Technology Inc.","Westmount Quebec"," CA","October 24",2013
"2300","9,120,244","PHOENIX INNOVATION TECHNOLOGY INC.","Westmount"," Quebec, CA","February 27",2014
"2301","9,044,422","BIONICHE UROLOGY IP INC.","Ontario"," CA","October 13",2011
"2302","9,795,608","PHARMASCIENCE, INC.","Montreal"," CA","September 12",2016
"2303","9,796,716","PHARMASCIENCE, INC.","Montreal"," CA","May 28",2013
"2304","9,447,102","PHARMASCIENCE, INC.","CA","CA","July 3",2013
"2305","9,822,120","Pharmascience Inc.","Montreal"," Quebec, CA","November 20",2014
"2306","9,365,614","Pharmascience Inc.","Montreal"," Quebec, CA","May 23",2014
"2307","8,765,681","Pharmascience Inc.","Montreal"," Quebec, CA","November 8",2012
"2308","9,353,042","Enerkem, Inc.","Montreal"," Quebec, CA","July 5",2011
"2309","9,073,963","Universite De Montreal ","Montreal"," CA","April 15",2009
"2310","9,073,963","Theratechnologies, Inc.","Saint Laurent"," CA","April 15",2009
"2311","8,361,964","Theratechnologies Inc.","Montreal"," CA","April 17",2012
"2312","8,822,413","Theratechnologies Inc.","Monteal"," Quebec, CA","July 7",2008
"2313","9,238,184","Rio Tinto Alcan International Limited ","Montreal"," Quebec, CA","August 10",2011
"2314","8,445,028","Rival, S.E.C.","Montreal"," CA","May 7",2009
"2315","9,145,350","POLYVALOR, LIMITED PARTNERSHIP ","Montreal"," CA","August 22",2012
"2316","8,614,233","Universite de Montreal ","Montreal"," Quebec, CA","May 29",2008
"2317","8,563,241","Universite de Montreal ","Montreal"," Quebec, CA","May 29",2008
"2318","8,636,923","Enerkem, Inc.","Montreal"," CA","October 12",2011
"2319","8,834,834","Enerkem, Inc.","Montreal"," Quebec, CA","July 16",2012
"2320","9,663,755","CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS ","Madrid"," ES","April 29",2010
"2321","9,663,755","ACADEMISCH ZIKENHUIS LEIDEN ","Leiden"," NL","April 29",2010
"2322","9,663,755","CENTRE HOSPITALIER UNIVERSITAIRE VAUDOIS ","Lausanne"," CH","April 29",2010
"2323","9,663,755","UNIVERSITE DE MONTREAL ","Montreal"," Quebec, CA","April 29",2010
"2324","9,663,755","ARIZONA BOARD OF REGENTS ","Phoenix"," AZ","April 29",2010
"2325","9,663,755","SANOFI PASTEUR LIMITED ","Toronto"," Ontario, CA","April 29",2010
"2326","9,719,091","Paladin Labs, Inc.","Montreal"," CA","July 27",2015
"2327","9,670,506","Paladin Labs, Inc.","Montreal"," CA","July 27",2015
"2328","9,862,628","Ovivo Inc.","Montreal"," CA","October 3",2014
"2329","9,862,628","Aquaconsult Anlagenbau GmbH ","Traiskirchen"," AT","October 3",2014
"2330","9,776,892","Ovivo, Inc.","Montreal"," CA","November 19",2013
