number,Assignees,City,Country,date,year
"5,372,618","Combustion Engineering, Inc.",Windsor, CT,       December 30,1992
"5,284,550","Combustion Engineering, Inc.",Windsor, CT,       June 18,1992
"4,680,035","Combustion Engineering, Inc.",Windsor, CT,       March 27,1986
"4,623,309","Combustion Engineering, Inc.",Windsor, CT,       November 20,1985
"4,610,697","Combustion Engineering, Inc.",Windsor, CT,       December 19,1984
"4,606,801","Combustion Engineering, Inc.",Windsor, CT,       July 16,1985
"4,602,573","Combustion Engineering, Inc.",Windsor, CT,       February 22,1985
"4,597,874","Combustion Engineering, Inc.",Windsor, CT,       March 7,1985
"4,581,120","Combustion Engineering, Inc.",Windsor, CT,       September 19,1984
"4,581,041","Combustion Engineering, Inc.",Windsor, CT,       January 10,1985
"4,566,394","Combustion Engineering, Inc.",Windsor, CT,       June 3,1985
"4,555,332","Combustion Engineering, Inc.",Windsor, CT,       January 27,1984
"4,552,077","Combustion Engineering, Inc.",Windsor, CT,       June 27,1984
"4,520,760","Combustion Engineering, Inc.",Windsor, CT,       April 23,1984
"4,511,371","Combustion Engineering, Inc.",Windsor, CT,       February 17,1983
"4,490,157","Combustion Engineering, Inc.",Windsor, CT,       January 10,1983
"4,489,562","Combustion Engineering, Inc.",Windsor, CT,       November 8,1982
"4,480,559","Combustion Engineering, Inc.",Windsor, CT,       January 7,1983
"4,479,164","Combustion Engineering, Inc.",Windsor, CT,       August 9,1982
"4,469,582","Combustion Engineering, Inc.",Windsor, CT,       March 22,1982
"4,445,441","Combustion Engineering, Inc.",Windsor, CT,       June 1,1983
"4,410,336","Combustion Engineering, Inc.",Windsor, CT,       February 24,1982
"4,400,253","Combustion Engineering, Inc.",Windsor, CT,       September 30,1982
"4,343,627","Combustion Engineering, Inc.",Windsor, CT,       November 28,1980
"4,333,742","Combustion Engineering, Inc.",Windsor, CT,       March 4,1981
"4,321,132","Combustion Engineering, Inc.",Windsor, CT,       May 12,1980
"4,319,888","Combustion Engineering, Inc.",Windsor, CT,       December 12,1980
"4,308,127","Combustion Engineering, Inc.",Windsor, CT,       February 2,1981
"4,270,493","Combustion Engineering, Inc.",Windsor, CT,       January 8,1979
"4,224,124","Combustion Engineering, Inc.",Windsor, CT,       August 30,1979
"4,200,516","Combustion Engineering, Inc.",Windsor, CT,       July 28,1978
"4,168,956","Combustion Engineering, Inc.",Windsor, CT,       August 18,1977
"4,158,552","Combustion Engineering, Inc.",Windsor, CT,       August 29,1977
"4,128,486","Combustion Engineering, Inc.",Windsor, CT,       January 27,1977
"4,069,024","Combustion Engineering, Inc.",Windsor, CT,       May 9,1977
"4,859,588","Combustion Engineering, Inc.",Windsor, CT,       May 5,1988
"4,760,027","Combustion Engineering, Inc.",Windsor, CT,       April 9,1986
"4,569,680",Combustion Engineering ,Windsor, CT,       December 26,1984
"6,673,916",Colorado State University Research Foundation (Ft.,Ft. Collins Colorado, CO,       September 7,1999
"6,673,916",Heska Corporation (Ft.,Ft. Collins, CO,       September 7,1999
"9,434,961",COLORADO STATE UNIVERSITY RESEARCH FOUNDATION ,Fort Collins, CO,18-Mar,2010
"9,434,961","SOLIX ALGREDIENTS, INC.",Fort Collins, CO,18-Mar,2010
"7,858,825",Colorado State University Research Foundation ,Fort Collins, CO,       February 15,2008
"9,635,862",Colorado State University Research Foundation ,Fort Collins, CO,12-Oct,2007
"8,884,061",Colorado State University Research Foundation ,Fort Collins, CO,02-Mar,2007
"5,496,555",Colgate-Palmolive Company ,Piscataway, NJ,       July 21,1994
"5,069,825",Colgate-Palmolive Company ,Piscataway, NJ,       September 19,1990
"5,039,453",Colgate-Palmolive Company ,Piscataway, NJ,       April 14,1989
"5,017,302",Colgate-Palmolive Company ,Piscataway, NJ,       August 15,1989
"6,051,216",Colgate-Palmolive Company ,New York, NY,       August 1,1997
"6,051,216",Dow Corning Corporation ,Midland, MI,       August 1,1997
"6,121,220",Colgate-Palmolive Company ,New York, NY,       November 10,1999
"5,188,752",Colgate-Palmolive Company ,New York, NY,22-Apr,1991
"8,865,640",Colgate-Palmolive Company ,New York, NY,28-May,2010
"9,814,666",Colgate-Palmolive Company ,New York, NY,20-Dec,2013
"6,258,763",Colgate Palmolive Company ,New York, NY,       April 18,2000
"5,310,679","Cognis, Inc.",Santa Ross, CA,       October 21,1993
"5,522,997","Cognis, Inc.",Santa Rosa, CA,       March 16,1993
"3,966,634",Cogas Development Company ,Princeton, NJ,       September 23,1974
"4,386,940",Cogas Development Company ,Princeton, NJ,       October 8,1981
"6,451,918",Coelacanth Corporation ,East Windsor, NJ,       March 22,2000
"9,428,684","CLIPLIGHT HOLDINGS, LTD.",Toronto," Ontario, CA",21-Feb,2014
"8,557,452",ClearEdge Power Corporation ,South Windsor, CT,22-May,2008
"6,776,901",Clack Corporation ,Windsor, WI,       November 30,2001
"6,402,944",Clack Corporation ,Windsor, WI,       September 21,2000
"6,051,144",Clack Corporation ,Windsor, WI,       February 26,1998
"5,876,610",Clack Corporation ,Windsor, WI,       March 19,1997
"5,560,393",Clack Corporation ,Windsor, WI,       June 6,1995
"5,460,719",Clack Corporation ,Windsor, WI,       October 29,1993
"5,454,944",Clack Corporation ,Windsor, WI,09-Dec,1993
"5,320,752",Clack Corporation ,Windsor, WI,       November 3,1992
"5,290,442",Clack Corporation ,Windsor, WI,       September 24,1991
"10,106,434",Clack Corporation ,Windsor, WI,21-Apr,2016
"9,079,783",Clack Corporation ,Windsor, WI,15-Mar,2013
"9,051,196",Clack Corporation ,Windsor, WI,15-Mar,2013
"8,961,797",Clack Corporation ,Windsor, WI,14-Mar,2013
"4,665,139",Cities Service Oil & Gas Corp.,Tulsa, OK,       March 21,1985
"4,665,138",Cities Service Oil & Gas Corp ,Tulsa, OK,       March 21,1985
"4,430,457",Cities Service Company ,Tulsa, OK,       May 10,1982
"4,435,519",Cities Service Co.,Tulsa, OK,       November 24,1982
"4,434,242",Cities Service Co.,Tulsa, OK,       November 24,1982
"9,827,574","CiDRA CORPORATE SERVICES, INC.",Wallingford, CT,25-May,2012
"9,981,272","CiDRA CORPORATE SERVICES, INC.",Wallingford, CT,25-May,2012
"9,981,271",CiDRA CORPORATE SERVICES LLC ,Wallingford, CT,25-May,2012
"9,943,860",CiDRA Corporate Services Inc.,Wallingford, CT,25-May,2012
"9,352,335",CiDRA Corporate Services Inc.,Wallingford, CT,25-May,2012
"9,327,294",CiDRA Corporate Services Inc.,Wallingford, CT,25-May,2012
"9,302,270",CiDRA Corporate Services Inc.,Wallingford, CT,25-May,2012
"10,245,597",CiDRA Corporate Services Inc.,Wallingford, CT,01-Apr,2013
"4,110,294",Ciba-Geigy Corporation ,Ardsley, NY,       April 9,1976
"8,778,672","Church & Dwight Co., Inc.",Princeton, NJ,09-Jun,2009
"3,957,884",Chinook Chemicals Corporation Limited ,Toronto, CA,       September 12,1973
"3,986,976",Chinook Chemicals Corporation Limited ,Sombra, CA,       February 7,1975
"6,265,496",Chimie; Rhodia ,Boulogne Billancourt Ceded, FR,       August 30,1999
"5,196,456",Chicopee ,New Brunswick, NJ,       May 13,1988
"5,098,764",Chicopee ,New Brunswick, NJ,       March 12,1990
"5,071,890",Chicopee ,New Brunswick, NJ,       March 12,1990
"9,044,527","CHD Bioscience, Inc.",Fort Collins, CO,14-Aug,2013
"8,552,186","Cephalon, Inc.",Frazier, PA,06-Mar,2012
"8,148,391","Cephalon, Inc.",Frazer, PA,       October 23,2007
"5,780,477","Celltech Therapeutics, Limited ",Sough, GB,       June 21,1995
"5,693,659",Celltech Therapeutics Limited ,Slough, GB,       June 22,1995
"5,608,070",Celltech Therapeutics Limited ,Slough, GB,       December 21,1994
"6,297,264",Celltech Therapeutics Limited ,GB,GB,       March 26,1998
"5,591,639",Celltech Ltd ,Berkshire, GB,       September 2,1994
"5,569,603",Celltech Ltd ,Berkshire, GB,       September 2,1994
"5,658,759",Celltech Limited ,Berkshire, GB,       April 16,1996
"8,058,443",Celgene Corporation ,Summit, NJ,       December 15,2008
"8,822,499",Celgene Corporation ,Summit, NJ,22-Sep,2011
"6,583,325",Catalytic Distillation Technologies ,Pasadena, TX,       March 1,2002
"5,736,190","Cashem, Inc.",Bayonne, NJ,       February 23,1996
"4,886,600","CasChem, Inc.",Bayonne, NJ,       February 18,1988
"4,865,735","CasChem, Inc.",Bayonne, NJ,       February 18,1988
"5,433,872","CasChem, Inc.",Bayonne, NJ,18-Jan,1994
"5,348,669","CasChem, Inc.",Bayonne, NJ,       June 4,1993
"5,688,601","Caschem, Inc.",Bayonne, NJ,       March 25,1994
"7,279,144",Carrier Corporation ,Syracuse, NY,       September 23,2003
"9,417,018",CARRIER CORPORATION ,Farmington, CT,11-Mar,2013
"7,112,306",Carrier Corporation ,Farmington, CT,       May 6,2002
"9,334,483","CARGILL, INCORPORATED ",Wayzata, MN,20-Dec,2010
"9,328,330","CARGILL, INCORPORATED ",Wayzata, MN,20-Dec,2010
"9,695,434","CARGILL, INCORPORATED ",Wayzata, MN,26-Nov,2012
"9,681,666","CARGILL, INCORPORATED ",Wayzata, MN,26-Nov,2012
"8,986,581",Carbron Basis Company Ltd.,Edmonton," Alberta, CA",25-Jul,2013
"4,705,658","Capsule Technology International, Ltd.",Windsor, CA,       April 7,1986
"3,997,398",Canadian Patents and Development Limited ,Ottawa, CA,       June 27,1974
"5,540,033",Cambrex Hydrogels ,Harriman, NY,       January 10,1994
"7,722,713",Cabot Corporation ,Boston, MA,       May 17,2005
"7,648,603",Cabot Corporation ,Boston, MA,       May 17,2005
"9,975,775",Cabot Corporation ,Boston, MA,03-Apr,2015
"10,112,975",Briston-Myers Squibb Company ,Princeton, NJ,17-Oct,2017
"6,897,321",Briston Myers Squibb Company ,Princeton, NJ,       August 12,2003
"7,371,864",Bristol-Myers Squibb Company ,Princton, NJ,       December 14,2005
"9,987,381",BRISTOL-MYERS SQUIBB COMPANY ,Princeton, NJ,31-Oct,2014
"9,987,381",YALE UNIVERSITY ,New Haven, CT,31-Oct,2014
"8,044,040",Bristol-Myers Squibb Company ,Princeton, NJ,       July 16,2007
"8,044,040","Pharmacopeia, Inc.",Cranbury, NJ,       July 16,2007
"7,253,174",Bristol-Myers Squibb Company ,Princeton, NJ,       July 12,2006
"7,253,174","Pharmacopeia, Inc.",Cranbury, NJ,       July 12,2006
"6,906,067",Bristol-Myers Squibb Company ,Princeton, NJ,       June 26,2001
"6,906,067","Pharmaceopeia, Inc.",Cranbury, NJ,       June 26,2001
"8,304,577",Bristol-Myers Squibb Company ,Princeton, NJ,       October 5,2010
"8,304,577","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,       October 5,2010
"8,426,414",Bristol-Myers Squibb Company ,Princeton, NJ,04-Oct,2010
"8,426,414","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,04-Oct,2010
"8,497,271",Bristol-Myers Squibb Company ,Princeton, NJ,01-Oct,2010
"8,497,271","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,01-Oct,2010
"9,556,133",BRISTOL-MYERS SQUIBB COMPANY ,Princeton, NJ,07-Dec,2011
"9,556,133","AMIRA PHARMACEUTICALS, INC.",Princeton, NJ,07-Dec,2011
"10,245,302",BRISTOL-MYERS SQUIBB COMPANY ,Princeton, NJ,30-Sep,2016
"9,662,373",BRISTOL-MYERS SQUIBB COMPANY ,Princeton, NJ,26-Feb,2015
"9,644,032",BRISTOL-MYERS SQUIBB COMPANY ,Princeton, NJ,26-May,2016
"9,493,546",BRISTOL-MYERS SQUIBB COMPANY ,Princeton, NJ,09-Sep,2014
"9,527,871",BRISTOL-MYERS SQUIBB COMPANY ,Princeton, NJ,13-Jan,2016
"9,526,801",BRISTOL-MYERS SQUIBB COMPANY ,Princeton, NJ,13-Jan,2016
"8,324,241",Bristol-Myers Squibb Company ,Princeton, NJ,       April 7,2009
"8,304,539",Bristol-Myers Squibb Company ,Princeton, NJ,       February 5,2009
"8,304,403",Bristol-Myers Squibb Company ,Princeton, NJ,       June 10,2010
"8,242,124",Bristol-Myers Squibb Company ,Princeton, NJ,       June 24,2009
"8,119,808",Bristol-Myers Squibb Company ,Princeton, NJ,       January 5,2011
"8,049,019",Bristol-Myers Squibb Company ,Princeton, NJ,       October 27,2009
"8,034,940",Bristol-Myers Squibb Company ,Princeton, NJ,       August 8,2007
"7,982,033",Bristol-Myers Squibb Company ,Princeton, NJ,       November 2,2007
"7,932,379",Bristol-Myers Squibb Company ,Princeton, NJ,       June 19,2007
"7,888,381",Bristol-Myers Squibb Company ,Princeton, NJ,       June 13,2006
"7,888,376",Bristol-Myers Squibb Company ,Princeton, NJ,       November 15,2006
"7,884,113",Bristol-Myers Squibb Company ,Princeton, NJ,       April 24,2008
"7,858,639",Bristol-Myers Squibb Company ,Princeton, NJ,       October 30,2009
"7,816,357",Bristol-Myers Squibb Company ,Princeton, NJ,       December 17,2004
"7,790,770",Bristol-Myers Squibb Company ,Princeton, NJ,       November 13,2006
"7,776,859",Bristol-Myers Squibb Company ,Princeton, NJ,       October 12,2006
"7,772,267",Bristol-Myers Squibb Company ,Princeton, NJ,       October 31,2007
"7,709,647",Bristol-Myers Squibb Company ,Princeton, NJ,       April 17,2008
"7,687,508",Bristol-Myers Squibb Company ,Princeton, NJ,       July 25,2007
"7,632,837",Bristol-Myers Squibb Company ,Princeton, NJ,       June 16,2006
"7,629,351",Bristol-Myers Squibb Company ,Princeton, NJ,       July 25,2007
"7,625,923",Bristol-Myers Squibb Company ,Princeton, NJ,       March 2,2005
"7,622,473",Bristol-Myers Squibb Company ,Princeton, NJ,       March 15,2006
"7,605,264",Bristol-Myers Squibb Company ,Princeton, NJ,       January 13,2005
"7,579,472",Bristol-Myers Squibb Company ,Princeton, NJ,       August 15,2007
"7,572,808",Bristol-Myers Squibb Company ,Princeton, NJ,       June 16,2006
"7,435,821",Bristol-Myers Squibb Company ,Princeton, NJ,       August 15,2007
"7,432,271",Bristol-Myers Squibb Company ,Princeton, NJ,       September 1,2004
"7,429,611",Bristol-Myers Squibb Company ,Princeton, NJ,       September 21,2005
"7,417,040",Bristol-Myers Squibb Company ,Princeton, NJ,       February 25,2005
"7,405,234",Bristol-Myers Squibb Company ,Princeton, NJ,       February 17,2004
"7,396,932",Bristol-Myers Squibb Company ,Princeton, NJ,       September 26,2005
"7,388,098",Bristol-Myers Squibb Company ,Princeton, NJ,       September 24,2001
"7,378,426",Bristol-Myers Squibb Company ,Princeton, NJ,       February 25,2005
"7,378,418",Bristol-Myers Squibb Company ,Princeton, NJ,       December 17,2004
"7,375,213",Bristol-Myers Squibb Company ,Princeton, NJ,       December 23,2003
"7,368,458",Bristol-Myers Squibb Company ,Princeton, NJ,       January 12,2006
"7,365,061",Bristol-Myers Squibb Company ,Princeton, NJ,       November 14,2005
"7,361,766",Bristol-Myers Squibb Company ,Princeton, NJ,       January 12,2006
"7,351,727",Bristol-Myers Squibb Company ,Princeton, NJ,       September 1,2004
"7,326,706",Bristol-Myers Squibb Company ,Princeton, NJ,       August 12,2004
"7,326,705",Bristol-Myers Squibb Company ,Princeton, NJ,       January 31,2005
"7,317,012",Bristol-Myers Squibb Company ,Princeton, NJ,       June 16,2006
"7,314,882",Bristol-Myers Squibb Company ,Princeton, NJ,       January 12,2006
"7,312,209",Bristol-Myers Squibb Company ,Princeton, NJ,       December 20,2002
"7,304,157",Bristol-Myers Squibb Company ,Princeton, NJ,       September 26,2005
"7,276,608",Bristol-Myers Squibb Company ,Princeton, NJ,       July 12,2004
"7,211,666",Bristol-Myers Squibb Company ,Princeton, NJ,       December 22,2004
"7,186,727",Bristol-Myers Squibb Company ,Princeton, NJ,       December 13,2005
"7,057,046",Bristol-Myers Squibb Company ,Princeton, NJ,       May 19,2003
"7,034,152",Bristol-Myers Squibb Company ,Princeton, NJ,       December 11,2003
"7,022,330",Bristol-Myers Squibb Company ,Princeton, NJ,       January 17,2002
"7,008,958",Bristol-Myers Squibb Company ,Princeton, NJ,       May 20,2003
"6,992,102",Bristol-Myers Squibb Company ,Princeton, NJ,       October 14,2003
"6,960,585",Bristol-Myers Squibb Company ,Princeton, NJ,       September 27,2001
"6,916,809",Bristol-Myers Squibb Company ,Princeton, NJ,       December 20,2002
"6,887,870",Bristol-Myers Squibb Company ,Princeton, NJ,       September 25,2000
"6,869,956",Bristol-Myers Squibb Company ,Princeton, NJ,       February 1,2002
"6,867,300",Bristol-Myers Squibb Company ,Princeton, NJ,       November 6,2002
"6,812,345",Bristol-Myers Squibb Company ,Princeton, NJ,       June 24,2003
"6,809,102",Bristol-Myers Squibb Company ,Princeton, NJ,       March 22,2002
"6,720,347",Bristol-Myers Squibb Company ,Princeton, NJ,       March 29,2002
"6,670,386",Bristol-Myers Squibb Company ,Princeton, NJ,       July 31,2002
"6,613,911",Bristol-Myers Squibb Company ,Princeton, NJ,       February 5,2002
"6,610,724",Bristol-Myers Squibb Company ,Princeton, NJ,       August 15,2002
"6,534,536",Bristol-Myers Squibb Company ,Princeton, NJ,       March 16,1994
"6,534,531",Bristol-Myers Squibb Company ,Princeton, NJ,       April 26,2001
"6,521,759",Bristol-Myers Squibb Company ,Princeton, NJ,       April 20,2001
"6,482,842",Bristol-Myers Squibb Company ,Princeton, NJ,       February 6,2001
"6,414,156",Bristol-Myers Squibb Company ,Princeton, NJ,       December 22,2000
"6,407,124",Bristol-Myers Squibb Company ,Princeton, NJ,       June 10,1999
"6,392,053",Bristol-Myers Squibb Company ,Princeton, NJ,       December 22,2000
"6,362,217",Bristol-Myers Squibb Company ,Princeton, NJ,       March 8,2001
"6,262,096",Bristol-Myers Squibb Company ,Princeton, NJ,       December 15,1999
"6,214,852",Bristol-Myers Squibb Company ,Princeton, NJ,       July 26,2000
"6,184,395",Bristol-Myers Squibb Company ,Princeton, NJ,       May 16,2000
"6,107,305",Bristol-Myers Squibb Company ,Princeton, NJ,       December 11,1998
"6,040,321",Bristol-Myers Squibb Company ,Princeton, NJ,       October 21,1998
"5,770,615",Bristol-Myers Squibb Company ,Princeton, NJ,       March 28,1997
"5,744,314",Bristol-Myers Squibb Company ,Princeton, NJ,       May 3,1996
"5,741,799",Bristol-Myers Squibb Company ,Princeton, NJ,       November 8,1995
"5,741,792",Bristol-Myers Squibb Company ,Princeton, NJ,       November 8,1995
"5,691,356",Bristol-Myers Squibb Company ,Princeton, NJ,       September 4,1996
"5,639,735",Bristol-Myers Squibb Company ,Princeton, NJ,       September 19,1994
"5,618,946",Bristol-Myers Squibb Company ,Princeton, NJ,       February 29,1996
"5,610,314",Bristol-Myers Squibb Company ,Princeton, NJ,       April 3,1995
"5,583,146",Bristol-Myers Squibb Company ,Princeton, NJ,       January 17,1995
"5,561,146",Bristol-Myers Squibb Company ,Princeton, NJ,       October 14,1994
"5,539,130",Bristol-Myers Squibb Company ,Princeton, NJ,       September 14,1995
"5,521,066",Bristol-Myers Squibb Company ,Princeton, NJ,       September 13,1993
"5,512,690",Bristol-Myers Squibb Company ,Princeton, NJ,       September 14,1995
"5,508,445",Bristol-Myers Squibb Company ,Princeton, NJ,       December 15,1994
"8,815,894",Bristol-Myers Squibb Company ,Princeton, NJ,11-May,2010
"8,436,168",Bristol-Myers Squibb Company ,Princeton, NJ,27-Jan,2012
"8,394,823",Bristol-Myers Squibb Company ,Princeton, NJ,10-Apr,2009
"8,642,576",Bristol-Myers Squibb Company ,Princeton, NJ,29-Aug,2012
"8,575,184",Bristol-Myers Squibb Company ,Princeton, NJ,01-Sep,2010
"8,778,893",Bristol-Myers Squibb Company ,Princeton, NJ,04-Oct,2010
"8,815,909",Bristol-Myers Squibb Company ,Princeton, NJ,16-Jul,2012
"8,710,049",Bristol-Myers Squibb Company ,Princeton, NJ,16-Jul,2012
"8,383,812",Bristol-Myers Squibb Company ,Princeton, NJ,11-Oct,2010
"10,173,991",Bristol-Myers Squibb Company ,Princeton, NJ,05-Jan,2015
"10,166,249",Bristol-Myers Squibb Company ,Princeton, NJ,12-Jul,2017
"10,071,079",Bristol-Myers Squibb Company ,Princeton, NJ,27-Jun,2017
"10,017,497",Bristol-Myers Squibb Company ,Princeton, NJ,06-May,2015
"10,011,594",Bristol-Myers Squibb Company ,Princeton, NJ,02-Jun,2016
"10,000,480",Bristol-Myers Squibb Company ,Princeton, NJ,10-Oct,2016
"9,987,266",Bristol-Myers Squibb Company ,Princeton, NJ,06-Apr,2017
"9,902,740",Bristol-Myers Squibb Company ,Princeton, NJ,26-May,2017
"9,822,144",Bristol-Myers Squibb Company ,Princeton, NJ,05-May,2017
"9,796,720",Bristol-Myers Squibb Company ,Princeton, NJ,21-Aug,2014
"9,783,573",Bristol-Myers Squibb Company ,Princeton, NJ,17-Sep,2013
"9,770,459",Bristol-Myers Squibb Company ,Princeton, NJ,28-Oct,2016
"9,738,630",Bristol-Myers Squibb Company ,Princeton, NJ,18-Nov,2014
"9,725,443",Bristol-Myers Squibb Company ,Princeton, NJ,18-Sep,2014
"9,714,231",Bristol-Myers Squibb Company ,Princeton, NJ,15-Nov,2013
"9,708,316",Bristol-Myers Squibb Company ,Princeton, NJ,22-Dec,2015
"9,688,694",Bristol-Myers Squibb Company ,Princeton, NJ,22-Jun,2016
"9,676,794",Bristol-Myers Squibb Company ,Princeton, NJ,15-Nov,2016
"9,676,775",Bristol-Myers Squibb Company ,Princeton, NJ,15-Nov,2016
"9,663,469",Bristol-Myers Squibb Company ,Princeton, NJ,08-Sep,2014
"9,663,467",Bristol-Myers Squibb Company ,Princeton, NJ,16-Jan,2014
"9,637,518",Bristol-Myers Squibb Company ,Princeton, NJ,10-Jul,2014
"9,603,889",Bristol-Myers Squibb Company ,Princeton, NJ,01-Oct,2013
"9,593,113",Bristol-Myers Squibb Company ,Princeton, NJ,21-Aug,2014
"9,522,888",Bristol-Myers Squibb Company ,Princeton, NJ,20-Aug,2015
"9,493,412",Bristol-Myers Squibb Company ,Princeton, NJ,24-Sep,2012
"9,458,114",Bristol-Myers Squibb Company ,Princeton, NJ,27-Sep,2013
"9,403,821",Bristol-Myers Squibb Company ,Princeton, NJ,17-Oct,2014
"9,394,322",Bristol-Myers Squibb Company ,Princeton, NJ,17-Oct,2014
"9,376,458",Bristol-Myers Squibb Company ,Princeton, NJ,17-Oct,2014
"9,255,113",Bristol-Myers Squibb Company ,Princeton, NJ,17-Oct,2014
"9,249,168",Bristol-Myers Squibb Company ,Princeton, NJ,17-Oct,2014
"9,243,010",Bristol-Myers Squibb Company ,Princeton, NJ,17-Oct,2014
"9,199,946",Bristol-Myers Squibb Company ,Princeton, NJ,29-Mar,2013
"9,169,240",Bristol-Myers Squibb Company ,Princeton, NJ,05-Sep,2013
"9,120,794",Bristol-Myers Squibb Company ,Princeton, NJ,18-Dec,2014
"9,540,333",Bristol-Myers Squibb Company ,Princeton, NJ,07-Nov,2013
"9,505,748",Bristol-Myers Squibb Company ,Princeton, NJ,07-Nov,2013
"9,315,494",Bristol-Myers Squibb Company ,Princeton, NJ,07-Nov,2013
"9,249,096",Bristol-Myers Squibb Company ,Princeton, NJ,26-Sep,2012
"9,173,879",Bristol-Myers Squibb Company ,Princeton, NJ,22-Aug,2014
"8,993,265",Bristol-Myers Squibb Company ,Princeton, NJ,12-May,2014
"8,987,314",Bristol-Myers Squibb Company ,Princeton, NJ,18-Jul,2013
"8,952,180",Bristol-Myers Squibb Company ,Princeton, NJ,25-Sep,2012
"8,933,199",Bristol-Myers Squibb Company ,Princeton, NJ,12-Sep,2013
"8,889,869",Bristol-Myers Squibb Company ,Princeton, NJ,06-Feb,2013
"8,853,154",Bristol-Myers Squibb Company ,Princeton, NJ,12-Sep,2013
"8,680,090",Bristol-Myers Squibb Company ,Princeton, NJ,08-Jul,2013
"9,346,795",Bristol-Myers Squibb Company ,Princeton, NJ,23-May,2012
"8,632,788",Bristol-Myers Squibb Company ,Princeton, NJ,04-Nov,2008
"7,253,283",Bristol-Myers Squibb Company ,Pricneton, NJ,       January 13,2005
"7,317,032",Bristol-Myers Squibb Co.,Princeton, NJ,       September 1,2004
"7,361,654",Bristol-Myers Squibb Co.,Princeton, NJ,       January 12,2006
"6,919,335",Bristol-Myers Squibb Co.,Princeton, NJ,       April 23,2001
"6,335,324",Bristol-Myers Squibb Co.,Princeton, NJ,       December 13,1999
"6,316,438",Bristol-Myers Squibb Co.,Princeton, NJ,       March 15,2000
"6,235,922",Bristol-Myers Squibb Co.,Princeton, NJ,       December 4,1998
"5,635,504",Bristol-Myers Squibb Co.,Princeton, NJ,       March 1,1996
"5,399,725",Bristol-Myers Squibb Co.,Princeton, NJ,       April 20,1994
"5,877,313",Bristol-Myers Squibb ,Princeton, NJ,       May 17,1995
"9,346,852",Bristol-Myers Scuibb Company ,Princeton, NJ,13-Mar,2012
"7,425,550",Bristol-Meyers Squibb Company ,Princeton, NJ,       February 13,2006
"9,822,112",Bristol-Meyers Squibb Company ,Princeton, NJ,05-May,2017
"7,074,921",Bristol Myers Squibb Company ,Princeton, NJ,       November 12,2002
"6,639,074",Bristol Myers Squibb Company ,Princeton, NJ,       March 18,2002
"5,997,960","Brandt Technologies, Inc.",Windsor, NY,       June 7,1995
"5,686,188","Brandt Technologies, Inc.",Windsor, NY,       June 7,1995
"5,366,251",Brandt Technologies ,Windsor, NY,       May 10,1993
"5,458,714","Brandt Manufacturing Systems, Inc.",Deposit, NY,       September 27,1993
"6,844,299",BP Corporation North America Inc.,Warrenville, IL,       February 20,2003
"7,183,241",BP Corporation North America Inc.,Warrenville, IL,       August 21,2003
"6,772,771",BP Corporation North America Inc.,Warrenville, IL,       February 20,2003
"9,901,706","Boston Scientific Scimed, Inc.",Maple Grove, MN,10-Apr,2015
"7,705,151","Boehringer Ingelheim Pharmaceuticals, Inc.",Ridgefield, CT,       March 6,2009
"7,678,911","Boehringer Ingelheim Pharmaceuticals, Inc.",Ridgefield, CT,       January 15,2008
"7,321,041","Boehringer Ingelheim Pharmaceuticals, Inc.",Ridgefield, CT,       April 15,2003
"5,116,730",Board of Governors of Wayne State University ,Detroit, MI,       June 15,1988
"4,738,857",Board of Governors of Wayne State University ,Detroit, MI,       October 30,1986
"6,764,980",BJ Services Company ,Houston, TX,       February 22,2001
"9,815,895","BIOWA, INC.",Princeton, NJ,03-Jul,2013
"9,815,895",ASTRAZENECA AB ,Sodertalje, SE,03-Jul,2013
"6,916,606",BioVeris Corporation ,Gaithersburg, MD,       October 18,2002
"6,913,895",BioVeris Corporation ,Gaithersburg, MD,       October 18,2002
"5,051,184","Biotech Environmental, Inc.",Hamilton, CA,       August 28,1990
"8,148,605",BioGeneriX AG ,Ulm, DE,       April 19,2007
"8,137,928",BioGeneriX ,Mannheim, DE,       March 24,2006
"8,101,377",BioGeneriX ,Mannheim, DE,       March 24,2006
"5,629,386",Bayer Rubber Inc.,Sarnia, CA,       May 25,1995
"5,473,029",Bayer Rubber Inc.,Sarnia, CA,15-Mar,1994
"5,453,473",Bayer Rubber Inc.,Sarnia, CA,       November 9,1993
"6,323,260",Bayer Inc.,Sarnia, CA,       November 20,1998
"6,323,260",Rhein Chemie Corporation ,Trenton, NJ,       November 20,1998
"6,872,780",Bayer Inc.,Sarnia, CA,       January 23,2003
"6,872,780",Bayer Aktiengesellschaft ,Leverkusen, DE,       January 23,2003
"6,537,612",Bayer Inc.,Sarnia, CA,       July 16,2001
"6,420,456",Bayer Inc.,Sarnia, CA,       May 21,1998
"6,310,230",Bayer Inc.,Sarnia, CA,       November 19,1999
"7,041,760",Bayer Inc.,Sarnia, CA,       August 31,2004
"7,030,193",Bayer Inc.,Sarnia, CA,       June 22,2004
"7,015,265",Bayer Inc.,Sarnia, CA,       November 21,2002
"6,992,122",Bayer Inc.,Sarnia, CA,       May 9,2003
"6,974,851",Bayer Inc.,Sarnia, CA,       May 13,2003
"6,960,632",Bayer Inc.,Sarnia, CA,       March 17,2003
