Label,City,Country,Patent Category,Regions,Types of Actors,Country,Degree_normalized,Degree,Clossness_normalized,Closeness,Betweenness,Betweenness_normalized
 Mackenzie; Murdoch ,Gisborne,AU,Innovator,external,individual,outside,0.000194212,1,0.00019577,3.80E-08,0,0
 MacLeod; James D.,Vernon,CT,Innovator,external,individual,outside,0.000194212,1,0.000454361,8.82E-08,0,0
 Macneil; Douglas J.,Westfield,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Maczuszenko; Andrzej ,Toronto,CA,Innovator,external,individual,within,0.000194212,1,0.000195083,3.79E-08,0,0
 Maczuszenko; Andy ,Toronto,CA,Innovator,external,individual,within,0.000194212,1,0.000195084,3.79E-08,0,0
 Madding; Gary D.,Evansville,IN,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Madenjian; Lisa S.,Lake Jackson,TX,Innovator,external,individual,outside,0.000194212,1,0.00019716,3.83E-08,0,0
 Madison; Vincent S.,Mountain Lakes,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Maev; Roman Gr.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Magauran; Edward D.,Westhampton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000195084,3.79E-08,0,0
 Magauran; Edward D. (Mt.,Mt. Holly,NJ,Innovator,external,individual,outside,0.000194212,1,0.000195084,3.79E-08,0,0
 Maghdissian; Laurent ,Orsay,FR,Innovator,external,individual,outside,0.000194212,1,0.000198214,3.85E-08,0,0
 Magill; Phil ,London,CA,Innovator,external,individual,within,0.000194212,1,0.00045434,8.82E-08,0,0
 Mahajan; Amar J.,Piscataway,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Mahaney; Paige Erin ,Pottstown,PA,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Mahmoud; Ahmad M.,Bolton,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Mahurter; John J.,Trenton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454112,8.82E-08,0,0
 Mak; Paul ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454886,8.83E-08,0,0
 Mal; Rudrajit ,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Malcolm; Bruce A.,Westfield,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
 Malcus; Stefan ,Goslar,DE,Innovator,external,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 Maletic; Milana ,Summit,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Malinoski; David A.,Manchester,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Malinowski; Theodore S.,South Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000454369,8.82E-08,0,0
 Malki; Khaldoun W.,Granby,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Malley; Mary F.,Lawrenceville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Malloy; Timothy M.,Yardley,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Mallya; Prakash ,Pasadena,CA,Innovator,external,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Malmberg; Sean ,London,CA,Innovator,external,individual,within,0.000194212,1,0.000454336,8.82E-08,0,0
 Malofsky; Bernard M.,Bloomfield,CT,Innovator,external,individual,outside,0.000194212,1,0.000195771,3.80E-08,0,0
 Maloney; Donal ,Union,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
 Malsam; Olga ,Rosrath,DE,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Mamun; Shireen A.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454504,8.83E-08,0,0
 Manalastas; Pacifico V.,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Mandal; Sunil Kumar ,Bangalore,IN,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Manganaro; James L.,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Manganaro; James Lawrence ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454721,8.83E-08,0,0
 Manganaro; James Lawrence (E.,Windsor ,CA,Innovator,internal,individual,within,0.000194212,1,0.000454721,8.83E-08,0,0
 Mangnus; Eduardus Maria ,Deventer,NL,Innovator,external,individual,outside,0.000194212,1,0.000195122,3.79E-08,0,0
 Manikowski; Jessie J.,Worcester,PA,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Mann; James ,Little Ferry,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Manning; Francis S.,Tulsa,OK,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Manning; William P.,Tulsa,OK,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Manning; William Patrick ,Tulsa,OK,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Manyam; Upendra H.,Weatogue,CT,Innovator,external,individual,outside,0.000194212,1,0.00019459,3.78E-08,0,0
 Marathias; Vasilios ,Pennington,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Marchitto; Kevin S.,Golden,CO,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Marcopulos; Nicholas ,North Caldwell,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454253,8.82E-08,0,0
 Mardis; Wilbur ,Holland,PA,Innovator,external,individual,outside,0.000194212,1,0.000195122,3.79E-08,0,0
 Marecek; James ,Saint James,NY,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Margiott; Paul R.,South Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.00045437,8.82E-08,0,0
 Margraf; Tracey L.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Maricle; Donald L.,Glastonbury,CT,Innovator,external,individual,outside,0.000194212,1,0.000454369,8.82E-08,0,0
 Marien; Bruce A.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454581,8.83E-08,0,0
 Markham; Earl R.,Amherstburg,CA,Innovator,external,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Markham; Edward G.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Markham; John T.,Maidstone,CA,Innovator,external,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Markovich; Ronald P.,Houston,TX,Innovator,external,individual,outside,0.000194212,1,0.00019716,3.83E-08,0,0
 Markwalder; Jay A.,Lahaska,PA,Innovator,external,individual,outside,0.000194212,1,0.000454487,8.83E-08,0,0
 Marsh; Richard L.,Springfield,MO,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Marsh; Susan K.,East Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454581,8.83E-08,0,0
 Marsh; Susan K. (Mt.,Mt. Holly,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454581,8.83E-08,0,0
 Marshall; Alexander J.,Bright's Grove,CA,Innovator,external,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
" Martin, II; Charles A.",Pearland,TX,Innovator,external,individual,outside,0.000194212,1,0.00019716,3.83E-08,0,0
 Martin; Brain ,Princeton Junction,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194742,3.78E-08,0,0
 Martin; Brian ,Princeton Junction,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194742,3.78E-08,0,0
 Martin; Claude K.,North Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454496,8.83E-08,0,0
 Martin; James R.,West Simsbury,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Martinelli; Ramon U.,Hightstown,NJ,Innovator,external,individual,outside,0.000194212,1,0.000196849,3.82E-08,0,0
 Martinez; Felipe ,Houston,TX,Innovator,external,individual,outside,0.000194212,1,0.00019716,3.83E-08,0,0
 Mason; Jeremy W.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000194363,3.77E-08,0,0
 Massaro; Michael ,Monroe,CT,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Mast; Alan G.,Sun Prarie,WI,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Masters; Frank C.,Palmyra,NE,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Masterson; Maria L.,Cromwell,CT,Innovator,external,individual,outside,0.000194212,1,0.000195771,3.80E-08,0,0
 Maston; Valerie A.,Springfield,MA,Innovator,external,individual,outside,0.000194212,1,0.000454369,8.82E-08,0,0
 Mastracchio; Anthony ,Pasadena,CA,Innovator,external,individual,within,0.000194212,1,0.000454838,8.83E-08,0,0
 Matelan; Edward M.,Royersford,PA,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Materna; Peter Albert ,Metuchen,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194704,3.78E-08,0,0
 Matheson; Alister F.,Wilmslow,GB2,Innovator,external,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Mathur; Indresh ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Matthews; Kenneth Stanley ,Stockton,CA,Innovator,external,individual,within,0.000194212,1,0.000454838,8.83E-08,0,0
 Mattingly; Susan Marie ,Carneys Point,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454399,8.83E-08,0,0
" Matyi, Jr.",Willow Grove,PA,Innovator,external,individual,outside,0.000194212,1,0.000195122,3.79E-08,0,0
 Maulding; Donald R.,Somerville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
 Maurer; Mark ,Seattle,WA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Maust; Mathew Thomas ,Westfield,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 May; Christopher John ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454399,8.83E-08,0,0
 May; Susan A. M.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 McArthur; Duncan Robert ,Newhouse,GB,Innovator,external,individual,outside,0.000194212,1,0.00045475,8.83E-08,0,0
 McAuliffe; Christopher ,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000454361,8.82E-08,0,0
 McBride; Sterling E.,Lawrence Township,NJ,Innovator,external,individual,outside,0.000194212,1,0.000196849,3.82E-08,0,0
 McCaffrey; Michael ,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 McCandlish; Elizabeth F.,Highland Park,NJ,Innovator,external,individual,outside,0.000194212,1,0.000195503,3.80E-08,0,0
 McCann; Margot Leanne ,Ottawa,CA,Innovator,external,individual,within,0.000194212,1,0.000195084,3.79E-08,0,0
 McCarthy; Frank D.,Wayne,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454503,8.83E-08,0,0
 McClelland; Richard H.,Pittsburgh,PA,Innovator,external,individual,outside,0.000194212,1,0.000454484,8.83E-08,0,0
 McClelland; Sandra K.,Bordentown Township,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194894,3.79E-08,0,0
 McClintock; David K.,Ramsey,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
 McCormack; Derek ,Windsor,GB2,Innovator,internal,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 McCormack; Matthew M.,Middlefield,CT,Innovator,external,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 McCormick; Nancy J.,Farmington,CT,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 McCoy; Kevin M.,Hoboken,NY,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
 McDonald-Gibson; Wendy J.,Wallingford,GB3,Innovator,external,individual,outside,0.000194212,1,0.0004545,8.83E-08,0,0
 McDonald; Albert F.,Wallingford,PA,Innovator,external,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 McDonald; Edward ,Surrey,GB,Innovator,external,individual,outside,0.000194212,1,0.000454808,8.83E-08,0,0
 McEnroe; Robert J.,Royal Oak,MI,Innovator,external,individual,outside,0.000194212,1,0.000195007,3.79E-08,0,0
 McFarland; Brianna Sollod ,Windsor,CO,Innovator,internal,individual,outside,0.000194212,1,0.000195083,3.79E-08,0,0
 McFarlane; Geraldine Ruth ,Monmouth Junction,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 McFarlin; David J.,Ellington,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 McGarvey; G.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454399,8.83E-08,0,0
 McGeehan; Gerard ,Chester Springs,PA,Innovator,external,individual,outside,0.000194212,1,0.000454259,8.82E-08,0,0
 McInerney; Michael J.,Norman,OK,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 McKague; Allan B.,Vancouver,CA,Innovator,external,individual,within,0.000194212,1,0.000454344,8.82E-08,0,0
 McKeon; James C.,Longmeadow,MA,Innovator,external,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 McKibben; Laura Frances ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454399,8.83E-08,0,0
 McKittrick; Brian A.,New Vernon,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
 McKnight; William G.,Houston,TX,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 McLean; Robert N.,Calgary,CA,Innovator,external,individual,within,0.000194212,1,0.000454399,8.83E-08,0,0
 McLeod; Trevor ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000194515,3.78E-08,0,0
 McMahon; John C.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000195503,3.80E-08,0,0
 McMeekin; Linda J.,Bound Brook,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 McMillan; Jeffrey W.,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 McN.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454721,8.83E-08,0,0
 McNally; Michael H.,Windsor ,CA,Innovator,internal,individual,within,0.000194212,1,0.000194326,3.77E-08,0,0
 McNamara; James M.,Rahway,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 McNeil; Richard G.,Corunna,CA,Innovator,external,individual,within,0.000194212,1,0.00019716,3.83E-08,0,0
 McPherson; W.,Otsego,MI,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Meanwell; Nicholas A.,East Hampton,CT,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Meder; Martin G.,Hightstown,NJ,Innovator,external,individual,outside,0.000194212,1,0.000196848,3.82E-08,0,0
 Mederski; Werner ,Zwingenberg,DE,Innovator,external,individual,outside,0.000194212,1,0.000454372,8.82E-08,0,0
 Meers; Paul R.,Princeton Junction,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Megati; Sreenivasulu ,New City,NY,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Mehenti; Neville ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194401,3.78E-08,0,0
 Mehta; Arun K.,Los Altos,CA,Innovator,external,individual,within,0.000194212,1,0.000198215,3.85E-08,0,0
 Meier; Gary A.,Robbinsville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Meier; Gary Allen ,Lambertville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
 Meier; Spencer Ivan ,Parker,CO,Innovator,external,individual,outside,0.000194212,1,0.000195198,3.79E-08,0,0
 Meinzer; Richard A.,Glastonbury,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Meissner; Robert S.,Schwenksville,PA,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Melnik; Elena D.,Lawrenceville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Melzer; Guido ,Hofheim/Taunus,DE,Innovator,external,individual,outside,0.000194212,1,0.000454372,8.82E-08,0,0
 Mena; Peter L.,Guelph,CA,Innovator,external,individual,within,0.000194212,1,0.000454479,8.83E-08,0,0
 Meng; Wei ,Pennington,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Menke; John G.,Morganville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Mentz; Ronald T.,Erie,PA,Innovator,external,individual,outside,0.000194212,1,0.000454504,8.83E-08,0,0
 Menzel; Rolf ,Princeton Junction,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Meraviglia; Sandra Dawn ,Milford,CT,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Mercer; Colin ,Port Lambton,CA,Innovator,external,individual,within,0.000194212,1,0.00019425,3.77E-08,0,0
 Merrifield; Wayne A.,Hamburg,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454484,8.83E-08,0,0
 Mertzman; Michael E.,New Hope,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Merz Jr.; Kenneth M.,State College,PA,Innovator,external,individual,outside,0.000194212,1,0.000454624,8.83E-08,0,0
 Mesaros; Eugen F.,Wallingford,PA,Innovator,external,individual,outside,0.000194212,1,0.00045468,8.83E-08,0,0
 Mesaros; Eugen Florin ,Philadelphia,PA,Innovator,external,individual,outside,0.000194212,1,0.00045468,8.83E-08,0,0
" Metcalf, III; Chester A.",Needham,MA,Innovator,external,individual,outside,0.000194212,1,0.000454492,8.83E-08,0,0
" Metcalf, III; Thomas Newell ",Wind Gap,PA,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Meyer; Jesse C.,Colchester,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Meyerhofer; Dietrich ,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194894,3.79E-08,0,0
 Meza Trevino; Nancy Yadira ,Torreon Coahuila,MX,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Miao; Shouwu ,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Michael; Loren Hall ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194401,3.78E-08,0,0
" Mier, deceased; Randall M.",late of Morrisvile,PA,Innovator,external,individual,outside,0.000194212,1,0.000195084,3.79E-08,0,0
 Mier; Randall M.,Morrisvile,PA,Innovator,external,individual,outside,0.000194212,1,0.000195084,3.79E-08,0,0
 Mikkilineni; Amarendra ,Easton,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Mikkilineni; Amarendra B.,Easton,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Milburn; Christina Maria ,Santa Cruz,CA,Innovator,external,individual,within,0.000194212,1,0.000454722,8.83E-08,0,0
 Milkiewicz; Karen ,Exton,PA,Innovator,external,individual,outside,0.000194212,1,0.00045468,8.83E-08,0,0
 Milkiewicz; Karen L.,Exton,PA,Innovator,external,individual,outside,0.000194212,1,0.00045468,8.83E-08,0,0
" Miller, Jr.; Theodore E.",Midland,MI,Innovator,external,individual,outside,0.000194212,1,0.00019459,3.78E-08,0,0
 Miller; Alison Fiona ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454399,8.83E-08,0,0
 Miller; Arthur ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194894,3.79E-08,0,0
 Miller; Gary R.,Fort Collins,CO,Innovator,external,individual,outside,0.000194212,1,0.000194932,3.79E-08,0,0
 Miller; Jane ,Ellesmere Port,GB,Innovator,external,individual,outside,0.000194212,1,0.000195198,3.79E-08,0,0
 Miller; Jerry N.,Windsor,WI,Innovator,internal,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Miller; Michael M.,Pennington,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Miller; Michael W.,Scotch Plains,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Miller; Miles ,Indianapolis,IN,Innovator,external,individual,outside,0.000194212,1,0.000194628,3.78E-08,0,0
 Miller; Robert G.,North York,CA,Innovator,external,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Miller; William C.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Mills; Nathan P.,Baltimore,MD,Innovator,external,individual,outside,0.000194212,1,0.000454496,8.83E-08,0,0
 Minford; Eric ,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Mintz; Donald J.,Summit,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Mironets; Sergey ,Charlotte,NC,Innovator,external,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Mishra; Munmaya K.,Hudson,OH,Innovator,external,individual,outside,0.000194212,1,0.000454713,8.83E-08,0,0
 Mitchell; James E.,Windsor,CO,Innovator,internal,individual,outside,0.000194212,1,0.000194932,3.79E-08,0,0
 Mitchell; Thomas O.,Hopewell Township,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454581,8.83E-08,0,0
 Miura; Steve S.,Wappingers Falls,NY,Innovator,external,individual,outside,0.000194212,1,0.000196193,3.81E-08,0,0
 Miura; Yoshiharu ,Yokohama,JP,Innovator,external,individual,outside,0.000194212,1,0.000454369,8.82E-08,0,0
 Mix; Barry R.,New Milford,CT,Innovator,external,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 Mizan; Tahmid I.,Coppell,TX,Innovator,external,individual,outside,0.000194212,1,0.000454399,8.83E-08,0,0
 Mizori; Farhad G.,La Mesa,CA,Innovator,external,individual,within,0.000194212,1,0.000196078,3.81E-08,0,0
 Mobasseri; Aliakbar ,Voorhees,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Mocella; Michael T.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194363,3.77E-08,0,0
 Modaressi; Hedieh ,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454273,8.82E-08,0,0
 Moeser; Geoffrey D.,Groton,MA,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Moffat; David Festus Charles ,Abingdon,GB,Innovator,external,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Mohammadi; Narvoz ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454543,8.83E-08,0,0
 Mohammadi; Navroz A.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454543,8.83E-08,0,0
 Mohammed; Sheikh A. H.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Mohrs; Klaus-Helmut ,Wuppertal,DE,Innovator,external,individual,outside,0.000194212,1,0.0004545,8.83E-08,0,0
 Molinari; Albert John ,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Moliterni; John Anthony ,Bloomfield,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454488,8.83E-08,0,0
 Moller; Kasper ,Olstykke,DK,Innovator,external,individual,outside,0.000194212,1,0.000194666,3.78E-08,0,0
 Molzahn; David C.,Midland,MI,Innovator,external,individual,outside,0.000194212,1,0.00019716,3.83E-08,0,0
 Mon; Eduardo ,Baton Rouge,LA,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Moningka; Remond ,Jersey City,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Monk; Jon ,New York,NY,Innovator,external,individual,outside,0.000194212,1,0.000194628,3.78E-08,0,0
 Monkhouse; Donald ,Radnor,PA,Innovator,external,individual,outside,0.000194212,1,0.000194704,3.78E-08,0,0
 Monroe; Douglas W.,Newtown Township,PA,Innovator,external,individual,outside,0.000194212,1,0.000454489,8.83E-08,0,0
 Montefusco; Daniel ,Manchester,CT,Innovator,external,individual,outside,0.000194212,1,0.000454357,8.82E-08,0,0
 Monteith; David ,Pittstown,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Montel; Stephan ,Sarawak,MY,Innovator,external,individual,outside,0.000194212,1,0.000454135,8.82E-08,0,0
 Montgomery; Anne D.,San Antonio,TX,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Montgomery; Melvin W.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000196193,3.81E-08,0,0
 Moore; Richard B.,Richmond,TX,Innovator,external,individual,outside,0.000194212,1,0.000454861,8.83E-08,0,0
 Moore; Stanley E.,Lake Jackson,TX,Innovator,external,individual,outside,0.000194212,1,0.00019716,3.83E-08,0,0
 Moore; William Jay ,Collegeville,PA,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Moran; Justin Keith ,Valley Cottage,NY,Innovator,external,individual,outside,0.000194212,1,0.000454659,8.83E-08,0,0
 Mordarski; Walter J.,Wallingford,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Morenz; Jesse ,Hartford,CT,Innovator,external,individual,outside,0.000194212,1,0.000454357,8.82E-08,0,0
 Morgan; Beth A.,Katy,TX,Innovator,external,individual,outside,0.000194212,1,0.000454762,8.83E-08,0,0
 Morgan; Bradley R.,Champaign,IL,Innovator,external,individual,outside,0.000194212,1,0.000195007,3.79E-08,0,0
 Morgan; Jeffrey Michael ,Springboro,OH,Innovator,external,individual,outside,0.000194212,1,0.000453811,8.81E-08,0,0
 Morganthaler; George F.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000454369,8.82E-08,0,0
 Morin; Anne-Gaelle ,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Morris; Koi Michele ,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Morris; Nicholas G.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000196001,3.81E-08,0,0
 Morris; Richard A.,Encinitas,CA,Innovator,external,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Morrison; Terrell Lee ,League City,TX,Innovator,external,individual,outside,0.000194212,1,0.000454357,8.82E-08,0,0
 Mortier; Wilfried J.,Hellevoetsluis,NL,Innovator,external,individual,outside,0.000194212,1,0.000454762,8.83E-08,0,0
 Moslin; Ryan M.,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Moss; Steven J.,Rockford,IL,Innovator,external,individual,outside,0.000194212,1,0.000454361,8.82E-08,0,0
 Mota; Carlos A.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454762,8.83E-08,0,0
